Trip id,Starttime,Stoptime,Bikeid,Tripduration,From station id,From station name,To station id,To station name,Usertype
20232893,7/1/2016 7:56,7/1/2016 10:08,70396,7940,1013,Isabella St & Federal St (PNC Park),1012,North Shore Trail & Fort Duquesne Bridge,
20233080,7/1/2016 8:01,7/1/2016 8:15,70295,875,1032,Walnut St & College St,1040,Bigelow Blvd & Fifth Ave,
20233371,7/1/2016 8:07,7/1/2016 8:16,70470,538,1049,S 12th St & E Carson St,1003,First Ave & Smithfield St (Art Institute),
20233510,7/1/2016 8:09,7/1/2016 8:20,70269,657,1042,Centre Ave & Kirkpatrick St,1003,First Ave & Smithfield St (Art Institute),
20233678,7/1/2016 8:13,7/1/2016 8:22,70487,576,1004,First Ave & B St (T Station),1013,Isabella St & Federal St (PNC Park),
20233891,7/1/2016 8:17,7/1/2016 8:35,70211,1103,1044,Zulema St & Coltart Ave,1002,Third Ave & Wood St,
20233952,7/1/2016 8:18,7/1/2016 8:31,70492,808,1047,S 22nd St & E Carson St,1003,First Ave & Smithfield St (Art Institute),
20233962,7/1/2016 8:18,7/1/2016 8:25,70422,393,1029,Alder St & S Highland Ave,1031,Maryland Ave & Ellsworth Ave,
20234436,7/1/2016 8:28,7/1/2016 8:43,70271,942,1024,S Negley Ave & Baum Blvd,1044,Zulema St & Coltart Ave,
20234445,7/1/2016 8:28,7/1/2016 11:05,70124,9412,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,
20234630,7/1/2016 8:31,7/1/2016 8:49,70143,1104,1032,Walnut St & College St,1041,Fifth Ave & S Bouquet St,
20235047,7/1/2016 8:39,7/1/2016 9:04,70356,1519,1014,Ridge Ave & Brighton Rd (CCAC),1017,21st St & Penn Ave,
20235061,7/1/2016 8:39,7/1/2016 9:12,70477,1943,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,
20235481,7/1/2016 8:48,7/1/2016 8:53,70234,336,1038,Boulevard of the Allies & Parkview Ave,1041,Fifth Ave & S Bouquet St,
20235640,7/1/2016 8:51,7/1/2016 8:57,70344,387,1032,Walnut St & College St,1028,Penn Ave & Putnam St (Bakery Square),
20235820,7/1/2016 8:54,7/1/2016 9:23,70040,1729,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,
20236069,7/1/2016 8:59,7/1/2016 9:10,70372,647,1049,S 12th St & E Carson St,1001,Forbes Ave & Market Square,
20236475,7/1/2016 9:07,7/1/2016 11:57,70182,10211,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),
20236749,7/1/2016 9:12,7/1/2016 9:22,70080,656,1032,Walnut St & College St,1034,Ellsworth Ave & N Neville St,
20236790,7/1/2016 9:12,7/1/2016 9:36,70118,1427,1008,Centre Ave & PPG Paints Arena,1001,Forbes Ave & Market Square,
20236891,7/1/2016 9:13,7/1/2016 11:58,70316,9870,1001,Forbes Ave & Market Square,1002,Third Ave & Wood St,
20237241,7/1/2016 9:19,7/1/2016 11:58,70324,9528,1001,Forbes Ave & Market Square,1002,Third Ave & Wood St,
20237257,7/1/2016 9:20,7/1/2016 9:31,70262,713,1017,21st St & Penn Ave,1017,21st St & Penn Ave,
20237406,7/1/2016 9:22,7/1/2016 9:30,70373,443,1039,Atwood St & Bates St,1041,Fifth Ave & S Bouquet St,
20237467,7/1/2016 9:23,7/1/2016 9:32,70208,546,1038,Boulevard of the Allies & Parkview Ave,1038,Boulevard of the Allies & Parkview Ave,
20237778,7/1/2016 9:29,7/1/2016 9:57,70489,1732,1019,42nd St & Butler St,1004,First Ave & B St (T Station),
20238785,7/1/2016 9:45,7/1/2016 10:11,70344,1546,1028,Penn Ave & Putnam St (Bakery Square),1043,Coltart Ave & Forbes Ave,
20238947,7/1/2016 9:47,7/1/2016 9:54,70286,412,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),1033,Ivy St & Walnut St   ,
20239166,7/1/2016 9:50,7/1/2016 10:11,70264,1265,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),
20239629,7/1/2016 9:58,7/1/2016 14:28,70060,16199,1004,First Ave & B St (T Station),1001,Forbes Ave & Market Square,
20239654,7/1/2016 9:59,7/1/2016 14:29,70384,16191,1004,First Ave & B St (T Station),1001,Forbes Ave & Market Square,
20240139,7/1/2016 10:06,7/1/2016 10:42,70221,2151,1011,Fort Duquesne Blvd & 7th St,1000,Liberty Ave & Stanwix St,
20240157,7/1/2016 10:06,7/1/2016 10:18,70317,739,1011,Fort Duquesne Blvd & 7th St,1016,17th St & Penn Ave,
20240198,7/1/2016 10:06,7/1/2016 10:19,70346,738,1011,Fort Duquesne Blvd & 7th St,1016,17th St & Penn Ave,
20240249,7/1/2016 10:07,7/1/2016 10:18,70223,674,1011,Fort Duquesne Blvd & 7th St,1016,17th St & Penn Ave,
20240290,7/1/2016 10:07,7/1/2016 10:18,70035,655,1011,Fort Duquesne Blvd & 7th St,1016,17th St & Penn Ave,
20240509,7/1/2016 10:10,7/1/2016 10:32,70313,1331,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,
20241225,7/1/2016 10:20,7/1/2016 10:27,70259,447,1040,Bigelow Blvd & Fifth Ave,1038,Boulevard of the Allies & Parkview Ave,
20241226,7/1/2016 10:20,7/1/2016 11:23,70306,3795,1011,Fort Duquesne Blvd & 7th St,1049,S 12th St & E Carson St,
20241628,7/1/2016 10:26,7/1/2016 10:52,70453,1580,1020,42nd & Penn Ave.,1010,10th St & Penn Ave (David L. Lawrence Convention Center),
20243248,7/1/2016 10:50,7/1/2016 11:45,70141,3303,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,
20243283,7/1/2016 10:50,7/1/2016 10:53,70195,182,1039,Atwood St & Bates St,1041,Fifth Ave & S Bouquet St,
20243289,7/1/2016 10:50,7/1/2016 11:45,70494,3321,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,
20243653,7/1/2016 10:56,7/1/2016 11:46,70238,2998,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),
20244131,7/1/2016 11:04,7/1/2016 11:33,70246,1766,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),1022,Liberty Ave & S Millvale Ave (West Penn Hospital),
20244585,7/1/2016 11:10,7/1/2016 11:19,70020,533,1037,Frew St & Schenley Dr,1044,Zulema St & Coltart Ave,
20244621,7/1/2016 11:11,7/1/2016 11:43,70045,1901,1037,Frew St & Schenley Dr,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),
20244807,7/1/2016 11:13,7/1/2016 11:32,70066,1121,1044,Zulema St & Coltart Ave,1001,Forbes Ave & Market Square,
20245140,7/1/2016 11:18,7/1/2016 12:19,70021,3623,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,
20245334,7/1/2016 11:21,7/1/2016 11:47,70172,1569,1019,42nd St & Butler St,1015,Federal St & E North Ave,
20246401,7/1/2016 11:38,7/1/2016 13:57,70154,8346,1012,North Shore Trail & Fort Duquesne Bridge,1013,Isabella St & Federal St (PNC Park),
20246447,7/1/2016 11:39,7/1/2016 13:57,70126,8293,1012,North Shore Trail & Fort Duquesne Bridge,1013,Isabella St & Federal St (PNC Park),
20246462,7/1/2016 11:39,7/1/2016 11:57,70405,1067,1038,Boulevard of the Allies & Parkview Ave,1004,First Ave & B St (T Station),
20246508,7/1/2016 11:40,7/1/2016 12:43,70081,3753,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,
20246602,7/1/2016 11:42,7/1/2016 13:57,70496,8141,1012,North Shore Trail & Fort Duquesne Bridge,1013,Isabella St & Federal St (PNC Park),
20246640,7/1/2016 11:42,7/1/2016 13:57,70015,8113,1012,North Shore Trail & Fort Duquesne Bridge,1013,Isabella St & Federal St (PNC Park),
20246734,7/1/2016 11:44,7/1/2016 12:09,70487,1481,1013,Isabella St & Federal St (PNC Park),1017,21st St & Penn Ave,
20246769,7/1/2016 11:44,7/1/2016 12:11,70158,1590,1013,Isabella St & Federal St (PNC Park),1017,21st St & Penn Ave,
20246789,7/1/2016 11:45,7/1/2016 12:09,70185,1473,1013,Isabella St & Federal St (PNC Park),1017,21st St & Penn Ave,
20247105,7/1/2016 11:49,7/1/2016 14:18,70212,8950,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,
20247165,7/1/2016 11:50,7/1/2016 11:52,70313,119,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,
20247211,7/1/2016 11:51,7/1/2016 12:29,70176,2313,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),
20247239,7/1/2016 11:51,7/1/2016 12:42,70225,3040,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1010,10th St & Penn Ave (David L. Lawrence Convention Center),
20247383,7/1/2016 11:53,7/1/2016 12:03,70319,548,1044,Zulema St & Coltart Ave,1037,Frew St & Schenley Dr,
20247745,7/1/2016 12:00,7/1/2016 14:17,70313,8246,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,
20247767,7/1/2016 12:00,7/1/2016 14:20,70124,8376,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,
20247798,7/1/2016 12:01,7/1/2016 14:18,70477,8246,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,
20247902,7/1/2016 12:02,7/1/2016 14:18,70141,8132,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,
20247993,7/1/2016 12:04,7/1/2016 13:31,70262,5243,1017,21st St & Penn Ave,1017,21st St & Penn Ave,
20247994,7/1/2016 12:04,7/1/2016 13:31,70333,5269,1017,21st St & Penn Ave,1017,21st St & Penn Ave,
20247995,7/1/2016 12:04,7/1/2016 13:31,70198,5240,1017,21st St & Penn Ave,1017,21st St & Penn Ave,
20248651,7/1/2016 12:13,7/1/2016 18:05,70156,21072,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,
20248683,7/1/2016 12:14,7/1/2016 12:33,70388,1143,1023,Liberty Ave & Baum Blvd,1016,17th St & Penn Ave,
20248843,7/1/2016 12:16,7/1/2016 18:03,70114,20794,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,
20248980,7/1/2016 12:18,7/1/2016 13:16,70219,3479,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,
20249009,7/1/2016 12:19,7/1/2016 15:02,70401,9766,1049,S 12th St & E Carson St,1001,Forbes Ave & Market Square,
20249227,7/1/2016 12:22,7/1/2016 13:17,70288,3249,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,
20249807,7/1/2016 12:32,7/1/2016 15:05,70172,9183,1015,Federal St & E North Ave,1015,Federal St & E North Ave,
20249894,7/1/2016 12:34,7/1/2016 12:35,70234,61,1041,Fifth Ave & S Bouquet St,1041,Fifth Ave & S Bouquet St,
20250112,7/1/2016 12:37,7/1/2016 12:51,70471,859,1016,17th St & Penn Ave,1005,Forbes Ave & Grant St,
20250312,7/1/2016 12:40,7/1/2016 13:05,70470,1505,1003,First Ave & Smithfield St (Art Institute),1045,S 27th St & Sidney St. (Southside Works),
20250417,7/1/2016 12:42,7/1/2016 14:27,70247,6298,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
20250463,7/1/2016 12:43,7/1/2016 13:44,70139,3661,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1045,S 27th St & Sidney St. (Southside Works),
20250504,7/1/2016 12:43,7/1/2016 14:26,70010,6181,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,
20250607,7/1/2016 12:45,7/1/2016 13:22,70221,2234,1000,Liberty Ave & Stanwix St,1017,21st St & Penn Ave,
20250648,7/1/2016 12:46,7/1/2016 13:22,70491,2178,1000,Liberty Ave & Stanwix St,1017,21st St & Penn Ave,
20251390,7/1/2016 12:59,7/1/2016 13:12,70094,785,1011,Fort Duquesne Blvd & 7th St,1014,Ridge Ave & Brighton Rd (CCAC),
20251463,7/1/2016 13:00,7/1/2016 13:12,70072,716,1049,S 12th St & E Carson St,1045,S 27th St & Sidney St. (Southside Works),
20251602,7/1/2016 13:02,7/1/2016 13:12,70178,554,1049,S 12th St & E Carson St,1045,S 27th St & Sidney St. (Southside Works),
20251605,7/1/2016 13:02,7/1/2016 13:49,70395,2796,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,
20251702,7/1/2016 13:04,7/1/2016 13:28,70111,1417,1017,21st St & Penn Ave,1013,Isabella St & Federal St (PNC Park),
20251802,7/1/2016 13:06,7/1/2016 13:27,70204,1259,1001,Forbes Ave & Market Square,1000,Liberty Ave & Stanwix St,
20251822,7/1/2016 13:06,7/1/2016 13:28,70069,1292,1017,21st St & Penn Ave,1013,Isabella St & Federal St (PNC Park),
20251839,7/1/2016 13:07,7/1/2016 14:17,70336,4198,1015,Federal St & E North Ave,1016,17th St & Penn Ave,
20251847,7/1/2016 13:07,7/1/2016 14:16,70495,4153,1015,Federal St & E North Ave,1016,17th St & Penn Ave,
20251906,7/1/2016 13:08,7/1/2016 14:16,70155,4099,1015,Federal St & E North Ave,1016,17th St & Penn Ave,
20251916,7/1/2016 13:08,7/1/2016 13:21,70486,803,1016,17th St & Penn Ave,1011,Fort Duquesne Blvd & 7th St,
20251942,7/1/2016 13:08,7/1/2016 13:28,70097,1166,1017,21st St & Penn Ave,1013,Isabella St & Federal St (PNC Park),
20251950,7/1/2016 13:08,7/1/2016 13:21,70115,763,1016,17th St & Penn Ave,1011,Fort Duquesne Blvd & 7th St,
20251996,7/1/2016 13:09,7/1/2016 13:21,70035,724,1016,17th St & Penn Ave,1011,Fort Duquesne Blvd & 7th St,
20252057,7/1/2016 13:10,7/1/2016 13:21,70346,657,1016,17th St & Penn Ave,1011,Fort Duquesne Blvd & 7th St,
20252405,7/1/2016 13:16,7/1/2016 13:24,70125,503,1034,Ellsworth Ave & N Neville St,1033,Ivy St & Walnut St   ,
20252762,7/1/2016 13:21,7/1/2016 15:57,70385,9320,1015,Federal St & E North Ave,1015,Federal St & E North Ave,
20252800,7/1/2016 13:22,7/1/2016 14:46,70072,5011,1045,S 27th St & Sidney St. (Southside Works),1017,21st St & Penn Ave,
20252822,7/1/2016 13:22,7/1/2016 13:37,70028,858,1000,Liberty Ave & Stanwix St,1016,17th St & Penn Ave,
20252919,7/1/2016 13:24,7/1/2016 13:34,70100,585,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),
20252935,7/1/2016 13:24,7/1/2016 14:21,70027,3409,1003,First Ave & Smithfield St (Art Institute),1003,First Ave & Smithfield St (Art Institute),
20253025,7/1/2016 13:26,7/1/2016 13:52,70209,1559,1043,Coltart Ave & Forbes Ave,1001,Forbes Ave & Market Square,
20253047,7/1/2016 13:26,7/1/2016 13:44,70470,1065,1045,S 27th St & Sidney St. (Southside Works),1003,First Ave & Smithfield St (Art Institute),
20253058,7/1/2016 13:26,7/1/2016 13:52,70339,1523,1043,Coltart Ave & Forbes Ave,1001,Forbes Ave & Market Square,
20253197,7/1/2016 13:29,7/1/2016 14:20,70099,3050,1039,Atwood St & Bates St,1039,Atwood St & Bates St,
20253230,7/1/2016 13:29,7/1/2016 13:38,70115,547,1011,Fort Duquesne Blvd & 7th St,1005,Forbes Ave & Grant St,
20253429,7/1/2016 13:32,7/1/2016 14:24,70453,3086,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1010,10th St & Penn Ave (David L. Lawrence Convention Center),
20253463,7/1/2016 13:33,7/1/2016 13:38,70069,318,1013,Isabella St & Federal St (PNC Park),1010,10th St & Penn Ave (David L. Lawrence Convention Center),
20253498,7/1/2016 13:34,7/1/2016 14:52,70455,4696,1045,S 27th St & Sidney St. (Southside Works),1016,17th St & Penn Ave,
20253618,7/1/2016 13:35,7/1/2016 14:25,70374,2976,1019,42nd St & Butler St,1013,Isabella St & Federal St (PNC Park),
20253627,7/1/2016 13:36,7/1/2016 14:25,70366,2989,1019,42nd St & Butler St,1013,Isabella St & Federal St (PNC Park),
20253657,7/1/2016 13:36,7/1/2016 14:25,70318,2926,1019,42nd St & Butler St,1013,Isabella St & Federal St (PNC Park),
20253717,7/1/2016 13:37,7/1/2016 14:25,70083,2867,1019,42nd St & Butler St,1013,Isabella St & Federal St (PNC Park),
20253742,7/1/2016 13:37,7/1/2016 13:53,70246,920,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),1029,Alder St & S Highland Ave,
20253904,7/1/2016 13:40,7/1/2016 15:55,70049,8113,1019,42nd St & Butler St,1000,Liberty Ave & Stanwix St,
20253941,7/1/2016 13:41,7/1/2016 15:55,70227,8077,1019,42nd St & Butler St,1000,Liberty Ave & Stanwix St,
20254201,7/1/2016 13:45,7/1/2016 13:57,70127,703,1045,S 27th St & Sidney St. (Southside Works),1049,S 12th St & E Carson St,
20254219,7/1/2016 13:46,7/1/2016 14:03,70101,1052,1011,Fort Duquesne Blvd & 7th St,1017,21st St & Penn Ave,
20254399,7/1/2016 13:48,7/1/2016 14:05,70346,965,1011,Fort Duquesne Blvd & 7th St,1017,21st St & Penn Ave,
20254757,7/1/2016 13:54,7/1/2016 15:53,70397,7112,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,
20254813,7/1/2016 13:55,7/1/2016 14:18,70090,1374,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),1040,Bigelow Blvd & Fifth Ave,
20254842,7/1/2016 13:56,7/1/2016 14:25,70487,1756,1017,21st St & Penn Ave,1010,10th St & Penn Ave (David L. Lawrence Convention Center),
20254867,7/1/2016 13:56,7/1/2016 14:18,70130,1294,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),1040,Bigelow Blvd & Fifth Ave,
20254873,7/1/2016 13:56,7/1/2016 14:25,70185,1735,1017,21st St & Penn Ave,1010,10th St & Penn Ave (David L. Lawrence Convention Center),
20254891,7/1/2016 13:56,7/1/2016 14:18,70105,1276,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),1040,Bigelow Blvd & Fifth Ave,
20255111,7/1/2016 14:00,7/1/2016 15:33,70454,5582,1041,Fifth Ave & S Bouquet St,1041,Fifth Ave & S Bouquet St,
20255263,7/1/2016 14:02,7/1/2016 15:31,70108,5363,1003,First Ave & Smithfield St (Art Institute),1003,First Ave & Smithfield St (Art Institute),
20255476,7/1/2016 14:05,7/1/2016 15:42,70269,5839,1003,First Ave & Smithfield St (Art Institute),1003,First Ave & Smithfield St (Art Institute),
20255507,7/1/2016 14:06,7/1/2016 16:01,70424,6954,1003,First Ave & Smithfield St (Art Institute),1011,Fort Duquesne Blvd & 7th St,
20255542,7/1/2016 14:06,7/1/2016 16:01,70322,6911,1003,First Ave & Smithfield St (Art Institute),1011,Fort Duquesne Blvd & 7th St,
20255815,7/1/2016 14:11,7/1/2016 14:23,70309,763,1028,Penn Ave & Putnam St (Bakery Square),1028,Penn Ave & Putnam St (Bakery Square),
20255918,7/1/2016 14:12,7/1/2016 14:32,70197,1214,1027,Shady Ave & Ellsworth Ave,1037,Frew St & Schenley Dr,
20256412,7/1/2016 14:21,7/1/2016 16:00,70219,5951,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,
20256420,7/1/2016 14:21,7/1/2016 14:53,70139,1939,1045,S 27th St & Sidney St. (Southside Works),1010,10th St & Penn Ave (David L. Lawrence Convention Center),
20256637,7/1/2016 14:25,7/1/2016 14:32,70298,427,1033,Ivy St & Walnut St   ,1026,Penn Ave & S Whitfield St,
20256685,7/1/2016 14:25,7/1/2016 14:32,70237,371,1033,Ivy St & Walnut St   ,1026,Penn Ave & S Whitfield St,
20256979,7/1/2016 14:31,7/1/2016 15:45,70194,4448,1046,S 25th St & E Carson St,1046,S 25th St & E Carson St,
20257059,7/1/2016 14:33,7/1/2016 15:11,70323,2306,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),
20257069,7/1/2016 14:33,7/1/2016 14:35,70327,152,1050,Healthy Ride Hub,1050,Healthy Ride Hub,
20257159,7/1/2016 14:34,7/1/2016 15:11,70149,2236,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),
20257364,7/1/2016 14:37,7/1/2016 14:43,70327,333,1050,Healthy Ride Hub,1050,Healthy Ride Hub,
20257484,7/1/2016 14:39,7/1/2016 15:14,70404,2084,1006,Ross St & Sixth Ave (Steel Plaza T Station),1015,Federal St & E North Ave,
20257552,7/1/2016 14:41,7/1/2016 15:23,70035,2536,1011,Fort Duquesne Blvd & 7th St,1009,12th St & Penn Ave,
20257561,7/1/2016 14:41,7/1/2016 15:23,70365,2507,1011,Fort Duquesne Blvd & 7th St,1009,12th St & Penn Ave,
20257570,7/1/2016 14:41,7/1/2016 15:23,70486,2488,1011,Fort Duquesne Blvd & 7th St,1009,12th St & Penn Ave,
20257588,7/1/2016 14:41,7/1/2016 14:54,70010,735,1001,Forbes Ave & Market Square,1015,Federal St & E North Ave,
20257720,7/1/2016 14:43,7/1/2016 15:44,70352,3616,1032,Walnut St & College St,1032,Walnut St & College St,
20257772,7/1/2016 14:44,7/1/2016 15:44,70418,3574,1032,Walnut St & College St,1032,Walnut St & College St,
20258051,7/1/2016 14:49,7/1/2016 15:42,70288,3160,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,
20258146,7/1/2016 14:51,7/1/2016 14:58,70281,417,1048,S 18th St & Sidney St,1045,S 27th St & Sidney St. (Southside Works),
20258665,7/1/2016 15:01,7/1/2016 15:08,70466,436,1031,Maryland Ave & Ellsworth Ave,1030,S Euclid Ave & Centre Ave,
20258846,7/1/2016 15:04,7/1/2016 15:29,70430,1508,1037,Frew St & Schenley Dr,1043,Coltart Ave & Forbes Ave,
20259669,7/1/2016 15:20,7/1/2016 15:51,70489,1875,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),
20259731,7/1/2016 15:22,7/1/2016 15:47,70496,1521,1013,Isabella St & Federal St (PNC Park),1019,42nd St & Butler St,
20260008,7/1/2016 15:27,7/1/2016 15:36,70455,573,1016,17th St & Penn Ave,1006,Ross St & Sixth Ave (Steel Plaza T Station),
20260168,7/1/2016 15:30,7/1/2016 18:16,70153,9972,1001,Forbes Ave & Market Square,1045,S 27th St & Sidney St. (Southside Works),
20260212,7/1/2016 15:31,7/1/2016 18:15,70384,9845,1001,Forbes Ave & Market Square,1045,S 27th St & Sidney St. (Southside Works),
20260384,7/1/2016 15:36,7/1/2016 15:50,70249,829,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1022,Liberty Ave & S Millvale Ave (West Penn Hospital),
20260391,7/1/2016 15:36,7/1/2016 15:50,70034,824,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1022,Liberty Ave & S Millvale Ave (West Penn Hospital),
20260401,7/1/2016 15:36,7/1/2016 15:50,70176,806,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1022,Liberty Ave & S Millvale Ave (West Penn Hospital),
20260411,7/1/2016 15:36,7/1/2016 18:18,70281,9715,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),
20260481,7/1/2016 15:38,7/1/2016 15:42,70363,248,1030,S Euclid Ave & Centre Ave,1024,S Negley Ave & Baum Blvd,
20260684,7/1/2016 15:43,7/1/2016 18:20,70100,9467,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),
20260697,7/1/2016 15:43,7/1/2016 17:05,70256,4907,1017,21st St & Penn Ave,1017,21st St & Penn Ave,
20260762,7/1/2016 15:45,7/1/2016 16:05,70177,1225,1019,42nd St & Butler St,1006,Ross St & Sixth Ave (Steel Plaza T Station),
20261067,7/1/2016 15:52,7/1/2016 16:32,70144,2424,1044,Zulema St & Coltart Ave,1013,Isabella St & Federal St (PNC Park),
20261068,7/1/2016 15:52,7/1/2016 16:06,70426,865,1040,Bigelow Blvd & Fifth Ave,1032,Walnut St & College St,
